ID,PUNTUACION_ACCESIBILIDAD,PUNTUACION_CALIDAD,COMENTARIOS,AreaRecreativaID,FECHA
635,4,5,Excelente,18013,04/03/2023
636,3,4,Muy bueno,18278,07/10/2023
637,1,1,Deficiente,18275,10/06/2023
638,5,4,Excelente,52210,10/10/2023
639,4,3,Muy bueno,52218,22/09/2022
640,4,4,Excelente,17956,09/08/2021
641,2,1,Regular,18263,29/07/2023
642,4,5,Excelente,17304,12/09/2021
643,3,3,Muy bueno,17174,13/06/2021
644,3,3,Muy bueno,17578,22/03/2022
645,5,5,Excelente,5240112,26/05/2022
646,3,2,Aceptable,6880820,27/05/2022
647,3,3,Muy bueno,5237128,20/01/2021
648,5,4,Excelente,5240285,18/07/2021
649,3,2,Aceptable,17660,05/08/2021
650,5,5,Excelente,5213825,15/06/2023
651,5,5,Excelente,16701,16/02/2023
652,1,1,Deficiente,3740686,02/06/2021
653,3,2,Aceptable,17297,05/12/2021
654,1,2,Regular,52193,21/02/2022
655,4,3,Muy bueno,3573208,24/10/2022
656,4,4,Excelente,7906811,09/06/2022
657,1,1,Deficiente,3573773,08/08/2021
658,2,1,Regular,17140,10/10/2023
659,2,1,Regular,17066,13/05/2023
660,2,1,Regular,6907760,16/05/2021
661,5,4,Excelente,7126494,27/06/2021
662,4,4,Excelente,16753,19/06/2023
663,5,4,Excelente,16974,08/10/2021
664,1,1,Deficiente,17874,18/01/2023
665,5,5,Excelente,17700,16/11/2021
666,3,2,Aceptable,8799540,05/02/2021
667,3,2,Aceptable,18618,28/05/2023
668,2,1,Regular,17870,24/01/2021
669,3,4,Muy bueno,17744,06/09/2022
670,3,4,Muy bueno,17199,08/06/2021
671,2,2,Aceptable,16845,08/07/2021
672,5,5,Excelente,18558,09/06/2023
673,3,2,Aceptable,17700,11/04/2021
674,4,5,Excelente,16820,24/12/2021
675,2,3,Aceptable,3573208,08/06/2021
676,2,1,Regular,18636,25/01/2023
677,5,4,Excelente,17346,26/06/2023
678,3,2,Aceptable,17481,01/05/2022
679,2,1,Regular,3569235,17/05/2021
680,5,5,Excelente,18480,18/12/2021
681,1,1,Deficiente,16816,28/10/2021
682,4,3,Muy bueno,18277,18/12/2021
683,3,4,Muy bueno,18633,02/04/2021
684,3,2,Aceptable,17732,02/09/2021
685,5,5,Excelente,7933004,26/09/2023
686,5,5,Excelente,8800261,23/12/2021
687,2,3,Aceptable,18596,18/06/2021
688,2,3,Aceptable,18369,06/08/2023
689,2,2,Aceptable,18178,24/10/2023
690,4,5,Excelente,6779455,10/05/2022
691,5,4,Excelente,18404,07/11/2022
692,1,1,Deficiente,52207,23/01/2023
693,4,4,Excelente,17986,22/02/2022
694,3,4,Muy bueno,6819613,13/06/2023
695,2,1,Regular,3740686,15/09/2022
696,2,3,Aceptable,18067,01/02/2022
697,2,1,Regular,52160,18/06/2023
698,2,3,Aceptable,5213832,17/07/2021
699,4,3,Muy bueno,17650,27/07/2022
700,5,5,Excelente,16957,28/09/2022
701,5,5,Excelente,16843,07/01/2023
702,4,3,Muy bueno,17160,07/12/2022
703,4,3,Muy bueno,3963526,19/08/2021
704,5,4,Excelente,17662,29/09/2023
705,3,4,Muy bueno,5220679,17/05/2021
706,3,3,Muy bueno,52040,30/09/2023
707,4,3,Muy bueno,18458,08/10/2023
708,4,4,Excelente,7838875,30/06/2022
709,3,3,Muy bueno,16707,30/09/2022
710,4,4,Excelente,16712,30/07/2022
711,4,5,Excelente,52217,06/11/2023
712,5,5,Excelente,17999,07/02/2023
713,1,2,Regular,4985933,31/05/2022
714,2,2,Aceptable,5802688,18/09/2023
715,4,3,Muy bueno,18238,01/05/2021
716,4,3,Muy bueno,8914010,01/07/2022
717,3,2,Aceptable,17147,07/03/2023
718,5,5,Excelente,17037,23/03/2022
719,4,4,Excelente,17755,22/01/2022
720,5,4,Excelente,18376,26/02/2022
721,4,5,Excelente,18188,03/04/2021
722,5,5,Excelente,17023,20/11/2023
723,4,5,Excelente,17142,29/07/2022
724,4,5,Excelente,17610,04/09/2021
725,2,2,Aceptable,18391,09/01/2023
726,3,4,Muy bueno,17934,28/08/2022
727,5,5,Excelente,52128,12/01/2022
728,3,3,Muy bueno,17084,05/10/2023
729,2,1,Regular,17625,25/05/2022
730,2,2,Aceptable,18113,21/12/2023
731,1,1,Deficiente,17273,10/09/2022
732,4,3,Muy bueno,17872,02/11/2022
733,5,5,Excelente,17943,25/01/2023
734,2,3,Aceptable,5241180,05/02/2021
735,5,4,Excelente,17650,01/10/2023
736,4,3,Muy bueno,18266,11/10/2022
737,2,1,Regular,5237114,16/12/2021
738,5,5,Excelente,5068873,03/04/2023
739,1,1,Deficiente,17927,30/03/2022
740,3,3,Muy bueno,17274,01/09/2022
741,3,4,Muy bueno,18497,17/03/2021
742,1,1,Deficiente,52040,10/09/2021
743,1,1,Deficiente,17364,08/05/2021
744,2,2,Aceptable,3962084,19/01/2023
745,2,2,Aceptable,16733,24/12/2021
746,1,1,Deficiente,17956,05/12/2022
747,2,1,Regular,5211393,29/01/2023
748,5,4,Excelente,18118,18/06/2021
749,4,5,Excelente,17924,17/09/2021
750,3,4,Muy bueno,3991019,16/02/2023
751,3,4,Muy bueno,18488,26/10/2023
752,1,1,Deficiente,17412,14/09/2021
753,1,1,Deficiente,5174650,04/06/2023
754,1,2,Regular,16697,11/07/2021
755,2,2,Aceptable,17167,16/05/2021
756,2,3,Aceptable,17696,24/01/2022
757,4,3,Muy bueno,16960,21/04/2021
758,1,2,Regular,18186,12/11/2023
759,2,1,Regular,17519,01/07/2021
760,5,5,Excelente,18425,01/06/2022
761,5,4,Excelente,52049,06/09/2022
762,1,2,Regular,16666,21/11/2023
763,4,3,Muy bueno,17434,17/05/2023
764,1,1,Deficiente,17800,04/12/2021
765,1,1,Deficiente,16874,25/02/2021
766,2,3,Aceptable,52164,03/08/2022
767,1,2,Regular,7125254,22/11/2022
768,2,1,Regular,52179,12/01/2023
769,4,4,Excelente,18631,10/11/2021
770,3,4,Muy bueno,18138,11/09/2021
771,3,4,Muy bueno,452347,02/08/2021
772,4,4,Excelente,17906,05/07/2023
773,2,2,Aceptable,3991213,05/09/2021
774,2,3,Aceptable,7021646,27/11/2021
775,3,4,Muy bueno,8799601,22/08/2021
776,1,1,Deficiente,6819614,09/08/2022
777,1,2,Regular,17324,24/12/2022
778,2,2,Aceptable,17934,14/10/2023
779,3,4,Muy bueno,17991,13/06/2022
780,3,2,Aceptable,3739833,19/06/2021
781,1,1,Deficiente,16985,04/03/2022
782,1,2,Regular,17886,24/01/2022
783,5,5,Excelente,17464,08/06/2022
784,5,5,Excelente,17375,28/01/2021
785,1,1,Deficiente,5237108,25/07/2022
786,5,4,Excelente,16699,26/04/2023
787,5,5,Excelente,17135,06/06/2021
788,4,4,Excelente,52221,10/01/2023
789,2,2,Aceptable,18309,08/09/2021
790,4,3,Muy bueno,8775149,06/05/2021
791,5,5,Excelente,17405,22/12/2021
792,5,5,Excelente,5209024,02/01/2021
793,5,4,Excelente,7125612,25/11/2023
794,4,4,Excelente,18109,20/08/2023
795,1,2,Regular,9237040,25/04/2023
796,2,3,Aceptable,17897,12/05/2021
797,2,1,Regular,17739,09/10/2022
798,1,2,Regular,4940263,12/05/2022
799,2,2,Aceptable,18394,23/01/2021
800,4,4,Excelente,7943813,28/04/2023
801,4,4,Excelente,17818,12/10/2023
802,2,3,Aceptable,8799638,09/05/2021
803,5,5,Excelente,16985,20/10/2022
804,3,2,Aceptable,5071591,28/06/2021
805,4,4,Excelente,17387,23/09/2021
806,1,1,Deficiente,17118,07/12/2023
807,2,2,Aceptable,17210,10/09/2021
808,5,5,Excelente,6819616,05/03/2023
809,1,1,Deficiente,52200,20/02/2022
810,5,4,Excelente,18052,16/11/2021
811,1,1,Deficiente,52129,15/02/2022
812,5,4,Excelente,18089,03/08/2022
813,4,3,Muy bueno,17863,14/10/2021
814,2,3,Aceptable,17556,30/01/2022
815,4,4,Excelente,17032,04/09/2023
816,5,5,Excelente,18423,19/05/2021
817,3,3,Muy bueno,52180,30/10/2022
818,2,3,Aceptable,17126,09/06/2023
819,3,2,Aceptable,7248182,18/08/2021
820,3,3,Muy bueno,16685,12/10/2023
821,5,5,Excelente,18005,10/01/2023
822,5,4,Excelente,17036,28/07/2022
823,3,4,Muy bueno,18182,06/07/2021
824,2,1,Regular,18153,17/05/2023
825,1,1,Deficiente,4794560,03/03/2021
826,4,3,Muy bueno,3573058,14/08/2023
827,2,2,Aceptable,18441,29/10/2023
828,3,4,Muy bueno,3566346,20/09/2023
829,2,2,Aceptable,7882665,07/08/2022
830,5,4,Excelente,8799554,04/07/2021
831,5,4,Excelente,16848,20/09/2022
832,3,2,Aceptable,7595815,15/06/2023
833,4,4,Excelente,17773,02/08/2021
834,1,1,Deficiente,18207,19/12/2021
835,4,3,Muy bueno,17026,15/05/2022
836,3,4,Muy bueno,7882656,19/03/2023
837,1,1,Deficiente,52182,31/10/2023
838,1,1,Deficiente,17064,24/04/2021
839,2,2,Aceptable,17822,17/08/2021
840,2,1,Regular,18283,21/01/2022
841,5,5,Excelente,18275,11/04/2021
842,1,2,Regular,18277,20/12/2023
843,4,5,Excelente,18567,24/12/2022
844,1,1,Deficiente,17171,05/05/2022
845,2,2,Aceptable,17214,18/07/2022
846,5,5,Excelente,18138,14/05/2021
847,1,2,Regular,17874,11/04/2022
848,2,3,Aceptable,18017,15/05/2023
849,3,3,Muy bueno,7887312,28/04/2021
850,4,3,Muy bueno,18080,10/04/2021
851,4,5,Excelente,18233,08/02/2022
852,5,5,Excelente,18341,26/06/2022
853,3,2,Aceptable,17698,22/07/2021
854,2,2,Aceptable,17165,06/08/2022
855,4,4,Excelente,17695,27/08/2023
856,4,3,Muy bueno,18280,27/10/2023
857,5,4,Excelente,16897,24/08/2021
858,1,1,Deficiente,18622,09/09/2023
859,3,4,Muy bueno,18183,26/07/2022
860,5,4,Excelente,17385,05/05/2022
861,2,1,Regular,16924,11/01/2023
862,1,1,Deficiente,18600,13/06/2022
863,2,2,Aceptable,17295,31/03/2021
864,5,5,Excelente,18518,19/03/2022
865,3,3,Muy bueno,5241182,27/02/2022
866,4,5,Excelente,17898,20/06/2022
867,5,5,Excelente,17031,21/11/2021
868,3,3,Muy bueno,17991,31/03/2022
869,1,1,Deficiente,17639,29/11/2023
870,2,2,Aceptable,17317,25/03/2022
871,4,4,Excelente,8914013,20/08/2021
872,2,2,Aceptable,16856,25/07/2023
873,2,3,Aceptable,5207246,26/11/2022
874,2,2,Aceptable,3573917,22/01/2023
875,2,2,Aceptable,16713,23/07/2021
876,5,5,Excelente,7838758,26/08/2022
877,2,2,Aceptable,17724,11/06/2021
878,4,3,Muy bueno,8799531,04/04/2023
879,4,3,Muy bueno,18578,04/11/2022
880,3,4,Muy bueno,451353,12/06/2022
881,2,3,Aceptable,7021749,26/05/2023
882,5,4,Excelente,5653881,09/12/2022
883,1,1,Deficiente,16911,20/12/2021
884,5,5,Excelente,18043,30/06/2022
885,5,5,Excelente,17022,13/06/2022
886,4,4,Excelente,52121,20/10/2021
887,4,3,Muy bueno,18385,06/04/2022
888,2,1,Regular,4749890,20/11/2021
889,4,4,Excelente,18637,07/12/2022
890,1,1,Deficiente,52079,27/12/2021
891,5,4,Excelente,18242,08/05/2021
892,4,3,Muy bueno,17039,08/01/2022
893,3,3,Muy bueno,52232,22/12/2023
894,5,5,Excelente,16965,05/07/2022
895,2,1,Regular,17799,09/11/2023
896,3,3,Muy bueno,8781256,01/12/2023
897,1,1,Deficiente,17374,04/06/2022
898,4,4,Excelente,5237135,27/01/2021
899,5,5,Excelente,17346,24/02/2023
900,2,3,Aceptable,5213831,20/12/2023
901,3,3,Muy bueno,17411,04/11/2023
902,4,3,Muy bueno,18511,05/08/2023
903,1,2,Regular,18565,10/04/2023
904,4,4,Excelente,52190,28/08/2021
905,5,5,Excelente,16792,27/01/2022
906,5,5,Excelente,5241176,08/10/2023
907,5,5,Excelente,5241172,23/04/2022
908,2,3,Aceptable,7129038,10/02/2021
909,3,3,Muy bueno,17337,05/02/2023
910,4,3,Muy bueno,18015,02/01/2021
911,2,3,Aceptable,7182466,09/04/2022
912,1,2,Regular,7129053,02/08/2023
913,1,1,Deficiente,18431,09/02/2023
914,2,2,Aceptable,18176,06/01/2021
915,3,3,Muy bueno,17259,10/11/2022
916,4,3,Muy bueno,52196,06/12/2023
917,5,5,Excelente,18497,08/03/2022
918,3,4,Muy bueno,18549,26/09/2023
919,3,2,Aceptable,18264,07/11/2021
920,1,2,Regular,5213825,04/04/2023
921,3,2,Aceptable,17831,27/02/2022
922,2,2,Aceptable,5211511,08/06/2022
923,3,3,Muy bueno,52232,01/07/2022
924,3,4,Muy bueno,17903,18/10/2022
925,2,3,Aceptable,52169,31/08/2022
926,1,2,Regular,3573051,24/07/2022
927,4,4,Excelente,18063,11/03/2021
928,3,4,Muy bueno,5174650,27/02/2022
929,2,1,Regular,18577,24/02/2022
930,5,4,Excelente,18130,17/03/2023
931,4,3,Muy bueno,17988,10/05/2023
932,4,4,Excelente,16720,05/07/2023
933,4,5,Excelente,17160,19/08/2023
934,2,3,Aceptable,18138,10/07/2023
935,3,2,Aceptable,17811,16/12/2022
936,1,2,Regular,18357,26/08/2021
937,1,1,Deficiente,6905562,28/08/2022
938,5,4,Excelente,461181,23/08/2023
939,2,2,Aceptable,9261936,02/01/2022
940,1,2,Regular,18302,23/10/2023
941,5,5,Excelente,18607,21/07/2021
942,4,3,Muy bueno,18223,22/08/2021
943,4,5,Excelente,17181,01/04/2023
944,1,1,Deficiente,16735,28/06/2022
945,1,2,Regular,7861595,05/02/2022
946,3,2,Aceptable,4795654,24/09/2023
947,3,4,Muy bueno,5237129,14/11/2022
948,2,1,Regular,17096,02/06/2021
949,5,5,Excelente,6909670,31/05/2022
950,2,3,Aceptable,16973,30/11/2022
951,4,5,Excelente,16895,17/12/2022
952,4,5,Excelente,16905,10/01/2022
953,3,2,Aceptable,52198,21/08/2021
954,5,5,Excelente,5240288,19/12/2023
955,1,2,Regular,6819625,11/04/2021
956,4,4,Excelente,17928,10/11/2023
957,4,5,Excelente,5802688,27/08/2023
958,5,4,Excelente,5270355,10/11/2023
959,2,3,Aceptable,17736,17/03/2022
960,2,3,Aceptable,16812,25/03/2021
961,1,1,Deficiente,16657,17/07/2023
962,3,3,Muy bueno,17036,23/11/2022
963,2,2,Aceptable,16883,25/04/2023
964,5,4,Excelente,18631,29/08/2021
965,5,4,Excelente,17614,01/06/2022
966,3,2,Aceptable,17805,27/04/2021
967,2,2,Aceptable,17650,08/11/2022
968,1,1,Deficiente,7248182,30/10/2022
969,2,1,Regular,18527,22/05/2022
970,2,3,Aceptable,16917,20/05/2023
971,4,5,Excelente,18404,12/08/2022
972,1,2,Regular,52215,13/01/2021
973,4,4,Excelente,18187,06/03/2022
974,5,5,Excelente,52106,12/08/2021
975,3,3,Muy bueno,18468,29/10/2021
976,4,5,Excelente,17430,22/11/2023
977,3,3,Muy bueno,17732,02/12/2022
978,2,2,Aceptable,17390,21/02/2023
979,5,4,Excelente,17744,12/07/2021
980,5,5,Excelente,17764,25/10/2021
981,2,3,Aceptable,17225,16/10/2021
982,1,1,Deficiente,18540,20/08/2023
983,5,5,Excelente,18067,11/10/2023
984,2,2,Aceptable,52156,07/07/2022
985,1,1,Deficiente,18014,22/02/2023
986,3,2,Aceptable,5246188,26/12/2022
987,3,4,Muy bueno,18331,11/12/2022
988,2,1,Regular,17519,17/09/2021
989,1,1,Deficiente,16989,27/07/2021
990,5,5,Excelente,16925,05/12/2022
991,2,2,Aceptable,18322,22/09/2022
992,4,5,Excelente,17716,24/03/2022
993,3,3,Muy bueno,17410,23/11/2023
994,2,2,Aceptable,18485,08/09/2022
995,2,2,Aceptable,17593,09/01/2023
996,1,1,Deficiente,16866,23/04/2021
997,1,1,Deficiente,16983,08/11/2022
998,2,3,Aceptable,18586,03/06/2021
999,4,3,Muy bueno,18080,31/01/2021
1000,4,5,Excelente,17396,27/09/2022
1001,2,3,Aceptable,17133,06/02/2021
1002,1,2,Regular,17725,04/03/2023
1003,3,4,Muy bueno,17737,12/08/2023
1004,4,4,Excelente,7538071,28/04/2023
1005,3,3,Muy bueno,52031,27/08/2021
1006,5,5,Excelente,5219929,05/04/2021
1007,4,4,Excelente,17330,20/09/2023
1008,4,4,Excelente,17054,23/11/2023
1009,5,5,Excelente,17442,18/04/2022
1010,5,5,Excelente,7862164,25/03/2022
1011,5,4,Excelente,17907,22/06/2021
1012,3,4,Muy bueno,18470,28/07/2021
1013,2,2,Aceptable,52185,15/05/2023
1014,5,5,Excelente,17013,01/01/2021
1015,5,5,Excelente,5213823,13/07/2023
1016,5,5,Excelente,5218552,29/05/2021
1017,1,1,Deficiente,18215,01/02/2022
1018,5,5,Excelente,4737943,07/10/2022
1019,3,3,Muy bueno,18563,11/06/2023
1020,1,1,Deficiente,52121,08/12/2023
1021,2,3,Aceptable,18082,25/01/2023
1022,4,3,Muy bueno,17847,12/11/2021
1023,1,1,Deficiente,17057,29/01/2021
1024,3,4,Muy bueno,17579,29/01/2021
1025,5,5,Excelente,16698,21/04/2023
1026,1,1,Deficiente,5213834,08/12/2021
1027,4,3,Muy bueno,18590,27/12/2021
1028,4,4,Excelente,17506,18/09/2022
1029,3,3,Muy bueno,17301,21/07/2023
1030,4,5,Excelente,17267,21/06/2021
1031,3,4,Muy bueno,18630,31/08/2022
1032,4,5,Excelente,7895078,27/05/2021
1033,1,2,Regular,17056,06/02/2023
1034,3,2,Aceptable,17724,01/04/2021
1035,4,5,Excelente,17139,19/10/2021
1036,4,5,Excelente,16858,30/05/2022
1037,3,2,Aceptable,7168553,30/03/2022
1038,2,3,Aceptable,7882667,29/04/2022
1039,4,5,Excelente,17156,21/09/2021
1040,5,4,Excelente,18165,29/01/2022
1041,5,5,Excelente,17404,06/07/2021
1042,1,1,Deficiente,18072,23/04/2022
1043,4,5,Excelente,18284,14/05/2021
1044,3,2,Aceptable,17536,24/07/2021
1045,2,2,Aceptable,16929,13/07/2022
1046,3,2,Aceptable,17470,07/01/2022
1047,3,4,Muy bueno,3568300,14/02/2021
1048,3,2,Aceptable,5219922,02/02/2023
1049,1,1,Deficiente,18372,09/06/2022
1050,4,5,Excelente,18202,04/04/2022
1051,1,1,Deficiente,18526,23/06/2021
1052,3,2,Aceptable,17955,24/07/2022
1053,4,4,Excelente,17697,14/03/2023
1054,3,4,Muy bueno,5237109,06/06/2022
1055,1,1,Deficiente,52076,27/12/2021
1056,2,3,Aceptable,16865,26/03/2021
1057,5,5,Excelente,17601,30/04/2023
1058,2,2,Aceptable,451584,20/08/2021
1059,4,4,Excelente,17051,24/10/2021
1060,4,3,Muy bueno,5003366,08/07/2023
1061,2,2,Aceptable,17745,28/07/2021
1062,1,1,Deficiente,16879,15/01/2022
1063,3,3,Muy bueno,18340,21/12/2021
1064,2,2,Aceptable,18509,25/01/2021
1065,2,3,Aceptable,17049,13/12/2022
1066,4,3,Muy bueno,5241185,07/06/2023
1067,4,5,Excelente,17868,18/01/2023
1068,3,3,Muy bueno,16943,05/05/2023
1069,3,4,Muy bueno,17200,19/11/2021
1070,4,5,Excelente,52054,01/05/2023
1071,3,3,Muy bueno,17180,14/09/2023
1072,5,5,Excelente,7142118,24/10/2021
1073,2,3,Aceptable,17102,23/08/2021
1074,5,4,Excelente,17827,18/11/2021
1075,3,3,Muy bueno,52124,19/09/2022
1076,5,4,Excelente,16720,23/09/2021
1077,5,5,Excelente,18007,27/11/2022
1078,4,3,Muy bueno,5237111,12/05/2022
1079,3,2,Aceptable,18042,02/09/2023
1080,5,4,Excelente,16856,07/08/2022
1081,3,3,Muy bueno,17779,22/05/2022
1082,4,3,Muy bueno,17198,26/07/2021
1083,4,3,Muy bueno,16984,24/12/2023
1084,4,4,Excelente,17274,27/11/2023
1085,2,3,Aceptable,5654057,04/06/2021
1086,5,5,Excelente,18101,07/10/2023
1087,1,1,Deficiente,8927341,26/10/2021
1088,1,1,Deficiente,6819620,29/12/2022
1089,1,1,Deficiente,16888,08/10/2023
1090,1,1,Deficiente,17740,31/08/2023
1091,2,2,Aceptable,18296,20/10/2023
1092,3,3,Muy bueno,18599,26/07/2023
1093,4,5,Excelente,16859,29/09/2021
1094,2,3,Aceptable,17499,15/05/2021
1095,1,2,Regular,5272342,05/01/2023
1096,4,4,Excelente,7943797,09/02/2023
1097,3,3,Muy bueno,16940,15/10/2021
1098,1,1,Deficiente,52229,21/07/2022
1099,5,5,Excelente,17721,09/09/2021
1100,1,1,Deficiente,16878,14/02/2023
1101,4,3,Muy bueno,5241177,23/06/2023
1102,1,2,Regular,52137,06/02/2021
1103,5,5,Excelente,16923,10/10/2022
1104,5,4,Excelente,5246188,02/04/2022
1105,3,4,Muy bueno,5056315,01/03/2023
1106,2,1,Regular,17638,16/12/2023
1107,2,3,Aceptable,18339,13/10/2022
1108,4,5,Excelente,16664,22/03/2021
1109,2,3,Aceptable,17705,10/11/2021
1110,5,5,Excelente,5241177,22/03/2023
1111,3,3,Muy bueno,16657,16/09/2022
1112,1,1,Deficiente,5219933,30/05/2022
1113,4,5,Excelente,18476,09/07/2021
1114,1,1,Deficiente,17941,07/12/2021
1115,4,4,Excelente,16771,25/08/2023
1116,2,3,Aceptable,18149,21/10/2023
1117,2,3,Aceptable,18622,19/03/2021
1118,5,4,Excelente,17335,01/07/2022
1119,4,3,Muy bueno,3573055,01/11/2022
1120,4,4,Excelente,17024,27/04/2023
1121,3,2,Aceptable,18115,28/12/2022
1122,3,3,Muy bueno,5654051,17/05/2023
1123,2,1,Regular,17217,19/09/2021
1124,3,4,Muy bueno,17757,19/03/2022
1125,2,2,Aceptable,18267,25/07/2022
1126,4,3,Muy bueno,17853,06/03/2022
1127,2,1,Regular,17619,20/08/2022
1128,5,5,Excelente,17805,26/11/2023
1129,2,1,Regular,7908048,06/11/2023
1130,4,4,Excelente,18416,21/11/2023
1131,5,5,Excelente,18465,23/01/2023
1132,3,3,Muy bueno,17992,28/07/2021
1133,2,1,Regular,5246193,02/02/2022
1134,2,2,Aceptable,5241181,29/01/2023
1135,3,2,Aceptable,17101,14/04/2022
1136,2,3,Aceptable,17514,14/02/2021
1137,2,1,Regular,5133174,30/07/2023
1138,3,3,Muy bueno,18362,02/06/2023
1139,1,2,Regular,17553,01/08/2023
1140,3,2,Aceptable,7165942,09/11/2023
1141,2,1,Regular,17896,12/01/2023
1142,1,1,Deficiente,18242,04/12/2021
1143,4,5,Excelente,8799532,10/10/2023
1144,4,5,Excelente,7126577,19/12/2021
1145,4,5,Excelente,52209,07/07/2022
1146,2,1,Regular,7107703,09/01/2022
1147,2,1,Regular,18622,26/05/2022
1148,3,2,Aceptable,17453,18/02/2022
1149,4,4,Excelente,17156,03/09/2021
1150,1,1,Deficiente,52197,04/10/2021
1151,4,5,Excelente,8927341,12/12/2022
1152,2,3,Aceptable,16718,14/10/2021
1153,1,2,Regular,3991153,20/02/2023
1154,5,5,Excelente,17118,04/05/2021
1155,5,5,Excelente,52225,04/09/2023
1156,2,2,Aceptable,5211511,08/01/2022
1157,3,4,Muy bueno,9180738,24/03/2022
1158,2,2,Aceptable,17000,30/07/2021
1159,1,2,Regular,5174681,18/01/2021
1160,1,1,Deficiente,17744,11/02/2023
1161,5,5,Excelente,3567539,11/07/2022
1162,5,5,Excelente,18295,28/07/2021
1163,1,1,Deficiente,18369,26/12/2023
1164,1,1,Deficiente,9049654,05/01/2023
1165,2,3,Aceptable,17059,04/06/2021
1166,1,1,Deficiente,18473,30/03/2023
1167,1,1,Deficiente,17508,02/07/2023
1168,1,2,Regular,5237124,07/05/2022
1169,2,1,Regular,17044,22/02/2022
1170,3,3,Muy bueno,18505,14/07/2021
1171,1,1,Deficiente,52087,06/06/2021
1172,2,2,Aceptable,3991087,18/12/2022
1173,2,3,Aceptable,8785833,28/11/2021
1174,5,5,Excelente,4990656,31/12/2023
1175,4,4,Excelente,52227,04/10/2022
1176,3,3,Muy bueno,17725,13/09/2023
1177,2,3,Aceptable,18376,04/05/2022
1178,1,2,Regular,52179,03/06/2022
1179,1,1,Deficiente,3576105,01/07/2022
1180,2,2,Aceptable,17831,10/04/2021
1181,4,3,Muy bueno,18577,23/04/2023
1182,2,3,Aceptable,8781302,16/10/2022
1183,1,1,Deficiente,18425,20/10/2021
1184,2,2,Aceptable,18440,19/11/2022
1185,4,4,Excelente,18319,26/03/2023
1186,2,2,Aceptable,5178801,16/12/2021
1187,1,1,Deficiente,18237,13/11/2022
1188,4,5,Excelente,16722,15/07/2021
1189,2,1,Regular,451353,09/10/2022
1190,3,2,Aceptable,18419,17/11/2023
1191,5,5,Excelente,18248,10/09/2021
1192,5,5,Excelente,18525,03/09/2021
1193,1,2,Regular,5209024,26/06/2023
1194,2,2,Aceptable,17148,05/09/2023
1195,2,2,Aceptable,17339,19/02/2021
1196,3,3,Muy bueno,17247,30/03/2022
1197,2,1,Regular,52163,02/10/2022
1198,1,1,Deficiente,17023,08/12/2022
1199,5,5,Excelente,5654059,04/09/2023
1200,4,4,Excelente,17819,22/04/2022
1201,2,3,Aceptable,17147,15/02/2021
1202,1,1,Deficiente,17847,27/06/2022
1203,2,3,Aceptable,4988049,23/05/2023
1204,5,5,Excelente,18304,27/10/2023
1205,1,1,Deficiente,17850,03/10/2021
1206,1,1,Deficiente,4749895,14/08/2022
1207,3,4,Muy bueno,16934,24/01/2023
1208,4,5,Excelente,17867,04/01/2022
1209,5,5,Excelente,16724,01/07/2021
1210,2,3,Aceptable,18406,29/10/2023
1211,5,5,Excelente,52208,26/10/2022
1212,4,3,Muy bueno,7591618,29/10/2021
1213,3,4,Muy bueno,17106,25/02/2021
1214,4,4,Excelente,17711,01/12/2021
1215,1,1,Deficiente,18408,30/06/2021
1216,4,4,Excelente,17851,02/04/2023
1217,4,4,Excelente,18118,16/07/2021
1218,4,4,Excelente,5010682,21/12/2021
1219,4,5,Excelente,7127775,08/01/2022
1220,1,1,Deficiente,5241182,27/11/2022
1221,4,3,Muy bueno,5240276,25/03/2023
1222,4,3,Muy bueno,52157,03/03/2023
1223,3,2,Aceptable,52181,14/06/2022
1224,2,1,Regular,17280,11/07/2023
1225,2,2,Aceptable,18466,19/08/2023
1226,5,5,Excelente,18565,20/05/2021
1227,4,3,Muy bueno,17739,10/03/2023
1228,3,3,Muy bueno,5219929,26/02/2021
1229,1,2,Regular,52142,25/11/2022
1230,1,1,Deficiente,17778,02/08/2022
1231,1,2,Regular,18197,03/02/2021
1232,4,4,Excelente,18039,12/10/2023
1233,1,1,Deficiente,17460,06/11/2023
1234,3,4,Muy bueno,18562,20/10/2022
1235,1,2,Regular,6819615,02/05/2021
1236,2,1,Regular,7107699,28/05/2021
1237,2,3,Aceptable,17928,07/05/2023
1238,5,4,Excelente,17146,01/11/2023
1239,3,3,Muy bueno,17018,08/07/2022
1240,3,2,Aceptable,16890,05/11/2021
1241,2,1,Regular,16885,15/05/2023
1242,5,5,Excelente,7591686,05/06/2022
1243,4,5,Excelente,52119,02/02/2021
1244,3,3,Muy bueno,52152,21/07/2021
1245,5,4,Excelente,17763,12/09/2023
1246,2,1,Regular,18628,23/07/2023
1247,2,3,Aceptable,18201,07/12/2022
1248,4,5,Excelente,18524,10/05/2023
1249,3,2,Aceptable,18079,31/01/2021
1250,1,2,Regular,52082,26/08/2022
1251,2,2,Aceptable,16937,16/08/2021
1252,2,1,Regular,18485,30/10/2023
1253,1,1,Deficiente,16781,16/08/2023
1254,1,1,Deficiente,16859,21/11/2021
1255,1,2,Regular,17116,21/10/2021
1256,3,4,Muy bueno,52074,27/08/2022
1257,2,1,Regular,16959,20/06/2023
1258,3,2,Aceptable,5241167,25/04/2021
1259,4,4,Excelente,17507,25/08/2023
